file_id,상대경로,크기,SHA-256,확장자,실제형식,원본주차,Git상태,작성수정근거,참조대상,분류,부모file_id,판정근거,미확인사유,관측_슬라이드수,관측_인라인SVG수
F-0040,courses/AI_코딩_에이전트_입문_3차시/sessions/README.md,945,217de2eaf50cbaf6da9a9ca1d11af46559fe4ce3c8096723aea55e5d713e13fc,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),템플릿,-,신규 과정 주차 골격(_template에 대응 없음·내용 미집필),-,-,-
F-0041,courses/AI_코딩_에이전트_입문_3차시/sessions/_verify/README.md,2636,8c8479eb952076fd14c1ece43ae86e6d1019a92fd0252cee0694b557cc9c1427,.md,텍스트(Markdown),검증증거(주차없음),untracked,커밋 없음,(참조 없음),템플릿,-,A7 마커(T04-B 신설) · 신규 과정 증거 루트 선언 골격 · untracked · 실제 증거 파일 아님,-,-,-
F-0042,courses/AI_코딩_에이전트_입문_3차시/슬라이드지침.md,1652,eaa3a58c856be7385ff79943f444462ebe64d562b36dd5afee175e6c10d846f1,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),편집 정본,-,과목 기준 정본 문서,-,-,-
F-0043,courses/AI_코딩_에이전트_입문_3차시/자료/데이터/mock_ecommerce_orders.csv,305614,3502d6b4bcc78d28b5797566a6dbe8da5fc85d00c066bb0a3fef709e537d5192,.csv,텍스트(CSV),신규과정공통,untracked,커밋 없음,-,편집 정본,-,실습용 원본 데이터(DATA),-,-,-
F-0044,courses/AI_코딩_에이전트_입문_3차시/자료/원문/01_교육계획서_구조형_원문.txt,21998,0da9d8de48db9ac42e0388c3c451405c41661aaa84f6e3e2bf714d0404996396,.txt,텍스트,신규과정공통,untracked,커밋 없음,(참조 없음),편집 정본,-,신규 과정 요청 원문(O1/O2),-,-,-
F-0045,courses/AI_코딩_에이전트_입문_3차시/자료/원문/02_교육계획서_목록형_원문.txt,19695,fee47b8ad0089cfc80480dfff20ddf95529a60d13bd89d4dc9f875b7608a31ca,.txt,텍스트,신규과정공통,untracked,커밋 없음,(참조 없음),편집 정본,-,신규 과정 요청 원문(O1/O2),-,-,-
F-0046,courses/AI_코딩_에이전트_입문_3차시/자료/자료목록.md,1349,df18d34276364a5fa2ab519fa332bbaf7c77a19acec88ccc13eb413d965fd1e0,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),참고자료,-,리서치·출처·개념·집필 노트 등 제작 참고 문서,-,-,-
F-0047,courses/AI_코딩_에이전트_입문_3차시/제작관리/G00-승인안.md,18485,3269a1d45de44ee125c4e5e1b9bfba03726bb2babf7e3259707d418d1ad33a38,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),관리 자료,-,본 과정 제작 관리 문서,-,-,-
F-0048,courses/AI_코딩_에이전트_입문_3차시/제작관리/검증명령.md,14910,ea6ab4433bb39219bde4ff54c8f11660f4348835f5c4f94645ab68f9e409c566,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),관리 자료,-,본 과정 제작 관리 문서,-,-,-
F-0049,courses/AI_코딩_에이전트_입문_3차시/제작관리/경로스키마호환성.md,169396,a973238cda5ed6b2bb4ab56f395839fe6c1ac0e52156b2ca2ab1e35f0f0cbca5,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),관리 자료,-,본 과정 제작 관리 문서,-,-,-
F-0050,courses/AI_코딩_에이전트_입문_3차시/제작관리/모델계약호환성.md,128659,ce795c46ab40540ea05b13767e720fb956042e84fbc0386b1e4ec23ed0031765,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),관리 자료,-,본 과정 제작 관리 문서,-,-,-
F-0051,courses/AI_코딩_에이전트_입문_3차시/제작관리/모델지원증거.md,11814,f5cfad2d350d9ace651f73286f877fd8d90044ec35c466ba1fd531aa80e037f7,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),관리 자료,-,본 과정 제작 관리 문서,-,-,-
F-0052,courses/AI_코딩_에이전트_입문_3차시/제작관리/상태장부.md,19949,e3d9ec08f790f2e5036011e6256d2ee2e26effc8a587692bc66c3a7acc00ec3b,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),관리 자료,-,본 과정 제작 관리 문서,-,-,-
F-0053,courses/AI_코딩_에이전트_입문_3차시/제작관리/시작기준선.json,175901,79d316435b96f8af3c00406ae9d461c57120ce2670a8fe058d235451ca61cd7e,.json,JSON,신규과정공통,untracked,커밋 없음,(참조 없음),관리 자료,-,본 과정 제작 관리 문서,-,-,-
F-0054,courses/AI_코딩_에이전트_입문_3차시/제작관리/실행계약.md,21089,f98b66b56dfa2795e9046f078a12518d7bbda42fd2cc426cc2c4e3eceb3daf4d,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),관리 자료,-,본 과정 제작 관리 문서,-,-,-
F-0055,courses/AI_코딩_에이전트_입문_3차시/커리큘럼_기준안.md,4034,dccfc5336355772b1341d392ad788740554346bf8f013648c5dd76d938c0607d,.md,텍스트(Markdown),신규과정공통,untracked,커밋 없음,(참조 없음),편집 정본,-,과목 기준 정본 문서,-,-,-
F-0056,courses/바이브코딩/1주차_내용정리.md,82308,dee7b1b2c6f16f6ebebbf795f6428da089456338d98836d73e822d4aa57d1112,.md,텍스트(Markdown),과목공통(바이브코딩),tracked,최초 da4b35c(2026-08-11) / 최종 da4b35c(2026-08-11) / 커밋 1회,(참조 없음),참고자료,-,주차 내용 요약 문서,-,-,-
F-0057,courses/바이브코딩/2주차_내용정리.md,128289,6b9b89582791c103be55db8de829562d41fddf61c53c29cd71425c40f06f630d,.md,텍스트(Markdown),과목공통(바이브코딩),tracked,최초 da4b35c(2026-08-11) / 최종 da4b35c(2026-08-11) / 커밋 1회,(참조 없음),참고자료,-,주차 내용 요약 문서,-,-,-
F-0058,courses/바이브코딩/3주차_내용정리.md,95713,bec4b1d2c8c3b8eef0be5aa4a1eb67595b0701e1b2c691c035c51dd313801191,.md,텍스트(Markdown),과목공통(바이브코딩),tracked,최초 da4b35c(2026-08-11) / 최종 da4b35c(2026-08-11) / 커밋 1회,(참조 없음),참고자료,-,주차 내용 요약 문서,-,-,-
F-0059,courses/바이브코딩/AI_코딩_에이전트_입문_4강_커리큘럼.html,63622,a729dada45f4d59ec698c2a5f1d6f3c4cddd77d2241e8e0de5ecb6a153f7c4e0,.html,HTML(문서),과목공통(바이브코딩),untracked,커밋 없음,(참조 없음),참고자료,-,과거 4강 커리큘럼 문서 · 현행 3차시 정본 아님,현행 과정에 반영할 범위 미확정,0(section 있으나 data-slide 0건),22
F-0060,courses/바이브코딩/profile.md,13146,827d3bd987e87334bb87de713d6753b05745930821b0921c0899c0e01d9397b2,.md,텍스트(Markdown),과목공통(바이브코딩),tracked,최초 df8492d(2026-07-29) / 최종 1d86f88(2026-08-29) / 커밋 10회,../../입력양식/과목프로필템플릿.md(있음);슬라이드지침.md(있음),관리 자료,-,과목 프로필(운영 파라미터 정본),-,-,-
F-0061,courses/바이브코딩/sessions/1주차/1주차_강의안설계.md,64026,d678938a3de717ba50506307b7de3ea5ebdc91b0c5566fad6667c9a85945cb23,.md,텍스트(Markdown),1주차,tracked,최초 147abfa(2026-07-18) / 최종 b5756e7(2026-07-29) / 커밋 6회,(참조 없음),편집 정본,-,주차 콘텐츠 정본(집필 원본),-,-,-
F-0062,courses/바이브코딩/sessions/1주차/1주차_초안.md,36206,197c5daa4d3e3323a03e00cc3e80ef9c346f6a189edaa092f61e1f96c9abf0a3,.md,텍스트(Markdown),1주차,tracked,최초 e321979(2026-07-16) / 최종 b5756e7(2026-07-29) / 커밋 14회,(참조 없음),편집 정본,-,주차 콘텐츠 정본(집필 원본),-,-,-
F-0063,courses/바이브코딩/sessions/1주차/deck.contract.json,12193,253a4545a295d3f867f0c5b36cbbe26b9bb863cc133782977316e888c10972c9,.json,JSON,1주차,tracked,최초 907a634(2026-07-26) / 최종 bc20335(2026-08-19) / 커밋 8회,(참조 없음),관리 자료,-,검증 메타데이터·조립 보고,-,-,-
F-0064,courses/바이브코딩/sessions/1주차/강의덱.html,182146,3b509205dec1f2200903760e6cf7c726f01a176cf4a607250a1e6fe092e00b39,.html,HTML(문서),1주차,tracked,최초 95438ae(2026-07-21) / 최종 b8119b0(2026-08-03) / 커밋 21회,../../../../kit/styles/deck.css(있음);../../../../kit/styles/legibility.css(있음);../../../../kit/styles/patterns.css(있음);강의덱.초안/revision.css(있음);자료/images/s00_light-paper-background.png(있음);자료/images/s00_workbench-hero-paper-cut-v1-transparent.png(있음);자료/images/s00_check-paper-cut-v1-transparent.png(있음);자료/images/s01a_ai-one-sentence-era-paper-cut-v1-transparent.png(있음);자료/images/s05_week1_journey-paper-cut-v1-transparent.png(있음);자료/images/s05_week2_journey-paper-cut-v1-transparent.png(있음);자료/images/s05_week3_journey-paper-cut-v1-transparent.png(있음);자료/images/s02_arrival-three-actions-paper-cut-v1-transparent.png(있음);자료/images/s05a-data-design-background-v1.png(있음);자료/images/s07_llm-agent-workshop-paper-cut-v1-transparent.png(있음);자료/images/s09_three-work-roles-paper-cut-v1-transparent.png(있음);자료/images/s10a_web-based-v2.png(있음);자료/images/s10a_installed-v2.png(있음);자료/images/s10b_webservice-seven-stage-infographic-paper-cut-v1-transparent.png(있음);자료/images/s10_plan-paper-cut-v1-transparent.png(있음);자료/images/s10_design-paper-cut-v1-transparent.png(있음);자료/images/s10_frontend-paper-cut-v1-transparent.png(있음);자료/images/s10_backend-paper-cut-v1-transparent.png(있음);자료/images/s10_qa-publish-improve-story-paper-cut-v2-transparent.png(있음);자료/images/s17_html-structure-paper-cut-v1-transparent.png(있음);자료/images/s17_css-styling-paper-cut-v1-transparent.png(있음);자료/images/s17_javascript-interaction-paper-cut-v1-transparent.png(있음);자료/images/s11_human-ai-prepare-paper-cut-v2-transparent.png(있음);자료/images/s17_folder-file-workspace-paper-cut-v1-transparent.png(있음);자료/screenshot/win02_c-drive-open.png(있음);자료/screenshot/win_new-folder-context-menu.png(있음);자료/screenshot/codex_about-me-folder-created.png(있음);자료/screenshot/codex_use-existing-folder-menu.png(있음);자료/screenshot/codex_select-project-root_about-me.png(있음);자료/images/s19_permission-four-checks-paper-cut-v1-transparent.png(있음);자료/images/s18_context-memory-workbench-paper-cut-v1-transparent.png(있음);자료/images/s44_keep-change-check-paper-cut-v1-transparent.png(있음);자료/images/s45_human-ai-one-change-paper-cut-v2-transparent.png(있음);자료/images/s46_one-change-protected-paper-cut-v1-transparent.png(있음);자료/images/s50_human-ai-free-change-paper-cut-v2-transparent.png(있음);자료/images/s52_issue-type-check-paper-cut-v1-transparent.png(있음);자료/images/s56_human-ai-refresh-check-paper-cut-v2-transparent.png(있음);자료/images/s60_final-three-checks-paper-cut-v1-transparent.png(있음);자료/images/s42_one-file-three-files-paper-cut-v1-transparent.png(있음),조립 결과물,F-0073,shard(shell+part-*)에서 조립된 생성물,-,75,74
F-0065,courses/바이브코딩/sessions/1주차/강의덱.초안/_보관/README_복구안내.md,685,a73095ee82c75418326bbaa4bd25f9441092485c8f8d825c9095cc9b60c8e74b,.md,텍스트(Markdown),1주차,tracked,최초 fb273c1(2026-07-24) / 최종 b5756e7(2026-07-29) / 커밋 2회,(참조 없음),상태 확인 필요,F-0073,초안 폴더 내 _보관 사본 · 현행 shard와 별개,현행 덱과의 계보·폐기 여부 미확인,-,-
F-0066,courses/바이브코딩/sessions/1주차/강의덱.초안/_보관/shell_실습6주제_원본_2026-07-24.html,51972,f8eb93929d6d76345d752c17845e01613e9071c5154e7247c2b1acadbe717bc1,.html,HTML(문서),1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 14회,../../kit/styles/deck.css(없음);../../kit/styles/legibility.css(없음);../../kit/styles/patterns.css(없음);강의덱.초안/revision.css(있음);자료/images/s00_light-paper-background.png(있음);자료/images/s00_workbench-hero-paper-cut-v1-transparent.png(있음);자료/images/s00_check-paper-cut-v1-transparent.png(있음);자료/images/s01a_ai-one-sentence-era-paper-cut-v1-transparent.png(있음);자료/images/s05_week1_journey-paper-cut-v1-transparent.png(있음);자료/images/s05_week2_journey-paper-cut-v1-transparent.png(있음);자료/images/s05_week3_journey-paper-cut-v1-transparent.png(있음);자료/images/s02_arrival-three-actions-paper-cut-v1-transparent.png(있음);자료/images/s05a-data-design-background-v1.png(있음);자료/images/s42_one-file-three-files-paper-cut-v1-transparent.png(있음),상태 확인 필요,F-0073,초안 폴더 내 _보관 사본 · 현행 shard와 별개,현행 덱과의 계보·폐기 여부 미확인,19,16
F-0067,courses/바이브코딩/sessions/1주차/강의덱.초안/part-01.html,45773,ca30fdeba7d3a35ea23a49e3788375ac38cde716a75c7c9c334a869e16835bab,.html,HTML(조각),1주차,tracked,최초 95438ae(2026-07-21) / 최종 b5756e7(2026-07-29) / 커밋 11회,자료/images/s07_llm-agent-workshop-paper-cut-v1-transparent.png(있음);자료/images/s09_three-work-roles-paper-cut-v1-transparent.png(있음);자료/images/s10a_web-based-v2.png(있음);자료/images/s10a_installed-v2.png(있음);자료/images/s10b_webservice-seven-stage-infographic-paper-cut-v1-transparent.png(있음);자료/images/s10_plan-paper-cut-v1-transparent.png(있음);자료/images/s10_design-paper-cut-v1-transparent.png(있음);자료/images/s10_frontend-paper-cut-v1-transparent.png(있음);자료/images/s10_backend-paper-cut-v1-transparent.png(있음);자료/images/s10_qa-publish-improve-story-paper-cut-v2-transparent.png(있음);자료/images/s17_html-structure-paper-cut-v1-transparent.png(있음);자료/images/s17_css-styling-paper-cut-v1-transparent.png(있음);자료/images/s17_javascript-interaction-paper-cut-v1-transparent.png(있음);자료/images/s11_human-ai-prepare-paper-cut-v2-transparent.png(있음),편집 정본,-,조립 입력 shard(편집 대상 원본),-,17,18
